division_full,date,D4,D3,D2,D1,D0,Near Normal,W0,W1,W2,W3,W4
Hawaiʻi::Laupāhoehoe 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4563106796116505,98.54368932038835
"Hawaiʻi::Laupāhoehoe, Welokā",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
"Hawaiʻi::Lepoloa, Kaluakailio",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"Hawaiʻi::Lālāmilo, Keanuʻiʻomanō",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63228699551569,30.04484304932735,11.32286995515695,0.0
Hawaiʻi::Mahaiʻula,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.486486486486484,63.51351351351351
"Hawaiʻi::Makahanaloa, Pepeʻekeo",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,29.535864978902953,70.46413502109705,0.0,0.0,0.0
Hawaiʻi::Makalawena,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75
"Hawaiʻi::Makanikahio 1-2, Auau",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Makapala, Niuliʻi",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Makaʻula,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Makeanehu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,92.85714285714286
"Hawaiʻi::Makiloa, Pahinahina",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.170731707317074,18.902439024390244,17.682926829268293,40.243902439024396
"Hawaiʻi::Makuʻu, Pōpōkī, Hālo",2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Malama 1,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Malanahae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Manoloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,10.344827586206897,89.65517241379311,0.0,0.0,0.0
Hawaiʻi::Manowaialeʻe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Manukā,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24752475247524752,99.75247524752476
Hawaiʻi::Maulili,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Mauluaiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Mauluanui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Maʻulili,2026-03,,,,,,,,,,,
Hawaiʻi::Mohokea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Mohokeanui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
"Hawaiʻi::Mokuhonua, Halepuna",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Mokuoniki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Momoualoa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.86274509803921,43.13725490196079
Hawaiʻi::Moʻoiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
"Hawaiʻi::Māhukona, Hihiu, K",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Mālamalamaiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Mānienie,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
"Hawaiʻi::Nakoʻoka, Laupāhoeho",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Namoku, Papuaʻa",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.142857142857146,67.85714285714286,0.0
Hawaiʻi::Nanue,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,63.888888888888886,36.11111111111111,0.0,0.0,0.0
Hawaiʻi::Nienie,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,11.41732283464567,36.351706036745405,31.88976377952756,20.341207349081365,0.0
"Hawaiʻi::Niupea, Kealakaha",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Nunuluiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Nunulunui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Nānāwale,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Ohanaula,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Okoe 1-2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Onomea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,70.93596059113301,29.064039408866993,0.0,0.0,0.0
"Hawaiʻi::Opea, Peleau, ʻAwa",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,92.07920792079209,7.920792079207921,0.0,0.0,0.0
Hawaiʻi::Opihikao,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Opihilala,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
"Hawaiʻi::Opihipau, Hukiaʻa",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Paihaʻaloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Palauhulu 1-2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Papaki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Papalele,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Papaʻanui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529411764706,11.76470588235294,0.0
Hawaiʻi::Pauahi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.084745762711865,52.54237288135594,42.3728813559322
Hawaiʻi::Paukaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,15.042735042735043,84.95726495726495,0.0,0.0,0.0
Hawaiʻi::Paʻalaea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Hawaiʻi::Paʻauilo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
"Hawaiʻi::Pihā, Kahuku",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,15.18624641833811,84.81375358166189,0.0,0.0,0.0
Hawaiʻi::Piʻihonua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,9.594000517196793,90.40599948280321,0.0,0.0,0.0
Hawaiʻi::Pohakuhaku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Pohoiki,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Pololū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Ponahawai,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,51.072961373390555,48.927038626609445,0.0,0.0,0.0
"Hawaiʻi::Poupou 1-2, Pūlama",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,66.34615384615384,33.65384615384615,0.0,0.0,0.0
Hawaiʻi::Puaiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0
Hawaiʻi::Puakea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Puanui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52941176470588,76.47058823529412
Hawaiʻi::Puapuaʻa 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Puaʻa 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Puaʻa 2-3, Waiʻaha 1",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Puaʻakuloa, Kapena",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,45.13274336283185,54.86725663716814,0.0,0.0,0.0
"Hawaiʻi::Puehuehu, Laʻaumama",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Pueopaku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Punahoa 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,57.8125,42.1875,0.0,0.0,0.0
Hawaiʻi::Punahoa 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,10.129870129870131,89.87012987012987,0.0,0.0,0.0
Hawaiʻi::Punaluʻu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3192612137203166,98.68073878627969,0.0
Hawaiʻi::Puua,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Puumoi,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,82.6923076923077,17.307692307692307,0.0,0.0,0.0
Hawaiʻi::Puʻuanahulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.304170073589534,50.75633687653311,21.177432542927228,16.76206050695012
Hawaiʻi::Puʻuepa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Puʻukapu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,1.8002322880371662,18.234610917537747,22.822299651567945,24.796747967479675,32.34610917537747
"Hawaiʻi::Puʻukawaiwai, Panoluʻukia",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,33.33333333333333,48.75,15.833333333333332
"Hawaiʻi::Puʻukole, Koea, Lapakahi",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Puʻuokumau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Puʻuwaʻawaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89511754068717,51.13924050632911,2.965641952983725
Hawaiʻi::Puʻuʻeo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,73.5576923076923,26.442307692307693,0.0,0.0,0.0
Hawaiʻi::Pāhoa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Pāhoehoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,68.62745098039215,31.372549019607842,0.0,0.0,0.0
"Hawaiʻi::Pāhoehoe A 1-4, Mau",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Pāhoehoe B 1-3,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Pākiniiki,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.87500000000001,48.125
"Hawaiʻi::Pākininui, Puʻulena",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.980091883614087,79.0199081163859
Hawaiʻi::Pānauinui,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Pāpaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Pāpaʻikou,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,11.134020618556702,88.8659793814433,0.0,0.0,0.0
Hawaiʻi::Pāpā 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.101694915254235,83.89830508474576
Hawaiʻi::Pāpā 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,76.66666666666667
Hawaiʻi::Pāʻauhau,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,17.435897435897434,62.56410256410256,20.0,0.0,0.0
Hawaiʻi::Pāʻauhau-mauka,2026-03,0.0,0.0,0.0,0.0,0.0,30.826010544815464,41.89806678383128,27.275922671353253,0.0,0.0,0.0
"Hawaiʻi::Pāʻauʻau 1, Palima",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,16.0,0.0
Hawaiʻi::Pāʻauʻau 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.02127659574468,22.97872340425532,0.0
Hawaiʻi::Pōhakulua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Pōhakulua, Ahulua",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,42.592592592592595,55.55555555555556
Hawaiʻi::Pūʻālaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Umauma,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,29.25170068027211,70.74829931972789,0.0,0.0,0.0
"Hawaiʻi::Waiakahiula, Kaʻohe 1",2026-03,0.0,0.0,0.0,0.0,0.0,67.10526315789474,32.89473684210527,0.0,0.0,0.0,0.0
"Hawaiʻi::Waiakahiula, Kaʻohe 2",2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Waiea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Waikahekahe,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Waikahekaheiki,2026-03,0.0,0.0,0.0,0.0,0.0,87.54716981132076,12.452830188679245,0.0,0.0,0.0,0.0
Hawaiʻi::Waikahekahenui,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawaiʻi::Waikapu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::Waikaumalo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Waikaʻalulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Waikoekoe,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108108108108109,99.1891891891892,0.0
Hawaiʻi::Waikoloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Waikā,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51282051282051,11.794871794871794,17.94871794871795,49.743589743589745
Hawaiʻi::Waikākuʻu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Hawaiʻi::Wailau, Nīnole, Kaʻa",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.64282876440207,53.35717123559793,0.0
Hawaiʻi::Wailea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Wailua,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Waimanu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.046511627906977,93.95348837209302
"Hawaiʻi::Waimea, Waikoloa",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0422237860661506,80.11259676284307,16.565798733286417,2.983814215341309,0.2955665024630542
Hawaiʻi::Wainaku,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Hawaiʻi::Waiomao,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Waipiʻo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.96650717703349,52.03349282296651
Hawaiʻi::Waipunalei,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::Waiākea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,37.68992476766485,62.31007523233515,0.0,0.0,0.0
Hawaiʻi::Waiʻaleʻale 1-2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hawaiʻi::Waiʻōhinu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.81368821292776,2.1863117870722433
Hawaiʻi::Waʻawaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Hawaiʻi::Weha, Mahakuolo",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7741935483871,28.225806451612907,0.0,0.0
Hawaiʻi::ʻAlae,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,45.20547945205479,54.794520547945204,0.0,0.0,0.0
Hawaiʻi::ʻAlikā,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.251461988304094,82.7485380116959
Hawaiʻi::ʻAnaehoʻomalu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.016949152542374,38.983050847457626,0.0,0.0
Hawaiʻi::ʻIole,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻOʻoma 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻOʻoma 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻOʻōkala,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::ʻUpolu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻĀinakea,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻĀpua 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.02777777777779,25.972222222222225,0.0,0.0
Hawaiʻi::ʻĀpua 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻĀwini,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻĀʻamakaō,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻĀʻāmanu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hawaiʻi::ʻŌlaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,4.725168756027001,44.79267116682738,50.48216007714561,0.0,0.0,0.0
"Hawaiʻi::ʻŌlelomoana 1-4, Opihihali",2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hawaiʻi::ʻŌuli,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.890625,11.328125,18.75,7.03125
Kahoʻolawe::N/A,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kauaʻi::Anahola,2026-03,0.0,0.0,0.0,0.0,0.0,23.52941176470588,19.457013574660635,43.665158371040725,13.34841628959276,0.0,0.0
Kauaʻi::East Waiakalua,2026-03,0.0,0.0,0.0,0.0,0.0,76.31578947368422,23.684210526315788,0.0,0.0,0.0,0.0
Kauaʻi::Hanakoa,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Hanakāpīʻai,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Hanalei,2026-03,0.0,0.0,0.0,0.0,0.0,86.76844783715013,12.298558100084819,0.9329940627650551,0.0,0.0,0.0
Kauaʻi::Hanamāʻulu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.75430359937402,11.658841940532081,10.328638497652582,15.258215962441316
Kauaʻi::Hanapēpē,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6551724137931,25.344827586206897,0.0,0.0
Kauaʻi::Haʻikū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.522491349480966,37.0242214532872,11.76470588235294,9.688581314878892
Kauaʻi::Honopū,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Hāʻena,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kalalau,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kalapakī,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8957345971563981,15.165876777251185,82.93838862559242
Kauaʻi::Kalihikai,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kalihiwai,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kalāheo,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.2617801047120419,99.73821989528795,0.0,0.0,0.0
Kauaʻi::Kamalomaloʻo,2026-03,0.0,0.0,0.0,0.0,0.0,14.201183431952662,27.810650887573964,29.585798816568047,26.627218934911244,1.7751479289940828,0.0
Kauaʻi::Kapaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,38.1651376146789,11.559633027522937,21.65137614678899,17.06422018348624,11.559633027522937,0.0
Kauaʻi::Kaʻakaʻaniu,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kauaʻi::Keālia,2026-03,0.0,0.0,0.0,0.0,0.0,25.053533190578158,14.775160599571734,28.26552462526767,22.91220556745182,8.993576017130621,0.0
Kauaʻi::Kāhili,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kīlauea,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Kīpū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.804878048780488,44.390243902439025,47.80487804878049
Kauaʻi::Kīpū Kai,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kauaʻi::Kōloa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kauaʻi::Lepeuli,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,80.95238095238095,19.047619047619047,0.0,0.0,0.0
Kauaʻi::Lumahaʻi,2026-03,0.0,0.0,0.0,0.0,0.0,9.294871794871796,87.66025641025641,3.0448717948717947,0.0,0.0,0.0
Kauaʻi::Lāwai,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kauaʻi::Makaweli,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,1.5867019267094824,77.14393653192293,21.269361541367584,0.0,0.0
Kauaʻi::Moloaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,31.958762886597935,68.04123711340206,0.0,0.0,0.0
Kauaʻi::Māhāʻulepū,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,64.0625,34.375
Kauaʻi::Niumalu 1,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kauaʻi::Niumalu 2,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153846153846154,93.84615384615384
Kauaʻi::North Olohena,2026-03,0.0,0.0,0.0,0.0,0.0,40.32258064516129,14.516129032258066,17.741935483870968,9.67741935483871,17.741935483870968,0.0
Kauaʻi::Nāmāhana,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::Nāwiliwili,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0109289617486334,29.508196721311474,64.48087431693989
Kauaʻi::Papaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kauaʻi::Pāʻā,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380073800738007,80.81180811808119,11.808118081180812,0.0
Kauaʻi::Pīlaʻa,2026-03,0.0,0.0,0.0,0.0,0.0,22.115384615384613,77.88461538461539,0.0,0.0,0.0,0.0
Kauaʻi::Pōhakuao,2026-03,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kauaʻi::South Olohena,2026-03,0.0,0.0,0.0,0.0,0.0,4.597701149425287,22.988505747126435,39.08045977011494,16.091954022988507,17.24137931034483,0.0
Kauaʻi::Wahiawa,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,13.466334164588527,79.80049875311721,6.733167082294264,0.0,0.0
Kauaʻi::Waiakalua,2026-03,0.0,0.0,0.0,0.0,0.0,85.47008547008546,14.529914529914532,0.0,0.0,0.0,0.0
Kauaʻi::Waikoko,2026-03,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0
Kauaʻi::Wailua,2026-03,0.0,0.0,0.0,0.0,0.0,29.55390334572491,26.517967781908304,23.482032218091696,7.68277571251549,9.851301115241636,2.9120198265179678
Kauaʻi::Waimea,2026-03,0.0,0.0,0.0,0.0,0.0,7.115858668857847,12.046014790468366,80.52588331963845,0.31224322103533275,0.0,0.0
Kauaʻi::Wainiha,2026-03,0.0,0.0,0.0,0.0,0.0,16.823308270676694,48.1203007518797,35.056390977443606,0.0,0.0,0.0
